patentNumber,applicationNum,familyID,applicationDate,granted,grantDate,cpcClass,publicationItems,publicationDate,priorityNumber,language,ipc,title,abstract
EP1101789,EP00124209,7929902,"Thu, 09 Nov 2000",0,,"['B60C 1/0016', 'C08C 19/36', 'C08C 19/38', 'C08L 15/00', 'C08L 19/006']",EP 1101789 A1,"Wed, 23 May 2001",DE/19956118,de,"['B60C 1/00', 'C08C 19/36', 'C08C 19/38', 'C08G 18/64', 'C08K 3/00', 'C08K 5/00', 'C08L 15/00', 'C08L 19/00', 'C08L 9/00', 'C08L 9/06']",Composition à base d'un agent de réticulation sans soufre et d'un caoutchouc diénique comportant des fonctions hydroxyles ou carboxyliques et,"Die vorliegende Erfindung betrifft Kautschukmischungen, bestehend aus mindestens einem Kautschuk und 10 bis 800 Gew.-Teilen Füllstoff, bezogen auf 100 Gew.-Teile Kautschuk, wobei der Kautschuk durch Polymerisation von Diolefinen und gegebenenfalls weiteren vinylaromatischen Monomeren und Einführung von Hydroxyl- und/oder Carboxylgruppen hergestellt wurde, dieser Kautschuk einen Gesamtgehalt von 0,05 bis 5 Gew.-% an gebundenen Hydroxyl- und/oder Carboxylgruppen oder deren Salze besitzt, einen Gehalt an einpolymerisierten vinylaromatischen Monomeren von 0 bis 50 Gew.-% sowie einen Gehalt an Diolefinen von 45 bis 99,95 Gew.-% besitzt, wobei der Gehalt an 1,2-gebundenen Diolefinen (Vinylgehalt) 0 bis 80 Gew.-% beträgt, sowie 0,001 bis 40 Gew. Teilen einer Verbindung, die mit den Hydroxyl- oder Carboxylgruppen des Kautschuks den Kautschuk zu vernetzen vermag, sowie gegebenenfalls weiteren Kautschuken, Kautschukhilfsmitteln und Vernetzern.

Die erfindungsgemäßen Kautschukmischungen bzw. deren Vulkanisate eignen sich zur Herstellung von hochverstärkten Kautschuk-Formkörpern, insbesondere Reifen, die eine besonders hohe thermische und mechanische Belastbarkeit, eine hohe Naßrutschfestigkeit, geringen Rollwiderstand und hohe Abriebbeständigkeit aufweisen."
EP1103636,EP00124257,7930318,"Mon, 13 Nov 2000",0,,C25B 9/77,EP 1103636 A1,"Wed, 30 May 2001",DE/19956787,de,"['C25B 1/26', 'C25B 15/08', 'C25B 9/19']",Electrolytic cell plate,"Es wird eine Elektrolyseplatte, bestehend aus einem äußeren, nicht leitenden Rahmen (4), insbesondere bestehend aus einem faserverstärkten Kresolharz, einer darin gelagerten, elektrisch leitfähigen, bipolaren, bevorzugt beidseitig geschlitzten Graphitplatte (5) beschrieben, die im Bereich der Elektrolytzuführung (9; 10) Kunststoffschürzen (15; 16) zur Zwangsführung für die Elektrolytlösungen aufweist."
EP1106633,EP00124349,7930862,"Fri, 17 Nov 2000",0,,"['C08G 18/0823', 'C08G 18/6725', 'C08G 18/673', 'C08G 18/68', 'C09D 175/16']","['EP 1106633 A2', 'EP 1106633 A3']","Wed, 13 Jun 2001",DE/19957604,de,"['C08G 18/00', 'C08G 18/08', 'C08G 18/32', 'C08G 18/67', 'C08G 18/68', 'C09D 175/14', 'C09D 175/16', 'C09D 5/02']",Emulsions de polyuréthane,"Die vorliegende Erfindung betrifft wäßrige Polyurethan-Emulsionen und ihre Verwendung als Beschichtungsmittel, beispielsweise zur Lackierung."
EP1104751,EP00125282,7931345,"Tue, 21 Nov 2000",0,,C07C 201/08,EP 1104751 A1,"Wed, 06 Jun 2001",DE/19958389,de,"['C07B 61/00', 'C07C 201/08', 'C07C 205/06']","Method for producing a dinitronaphthalene-isomer mixture having an increased 1,5-dinitronaphthalene proportion","Die vorliegende Erfindung betrifft ein Verfahren zur Herstellung eines Dinitronaphthalin-Isomerengemisches mit einem erhöhtem Anteil an 1,5-Dinitronaphthalin durch Nitrierung von Naphthalin in Gegenwart mindestens einer ionischen Flüssigkeit."
EP1104773,EP00125283,7931347,"Tue, 21 Nov 2000",0,,"['B01D 15/08', 'B01J 20/26', 'C02F 1/285', 'C08F 8/24']",EP 1104773 A1,"Wed, 06 Jun 2001",DE/19958390,de,"['B01D 15/08', 'B01J 13/00', 'B01J 13/04', 'B01J 20/26', 'B01J 20/281', 'B01J 20/30', 'B01J 20/32', 'C08F 2/00', 'C08F 212/02', 'C08F 8/00', 'C08F 8/24', 'C08F 8/26', 'C08J 3/24']",Process for the preparation of monodispersed adsorber resins and use thereof,"Gegenstand der vorliegenden Erfindung ist ein Verfahren zur Herstellung monodisperser, gelförmiger Adsorberharze durch Polymerisieren von Monomertröpfchen zu monodispersen Polymerisaten, Haloalkylierung und schließlich Vernetzen der Polymerisate sowie deren Verwendungen."
EP1106689,EP00125300,7932141,"Tue, 28 Nov 2000",0,,"['C07K 14/43581', 'C07K 14/70571']","['EP 1106689 A2', 'EP 1106689 A3']","Wed, 13 Jun 2001",DE/19959582,de,"['A01K 67/033', 'A01N 63/00', 'C07K 14/435', 'C07K 14/705', 'C07K 16/28', 'C12N1-21', 'C12N 15/09', 'C12N15-12', 'C12N 5/10', 'C12P 21/02', 'C12P21-08', 'C12Q 1/68', 'G01N 33/15', 'G01N 33/50', 'G01N 33/53', 'G01N 33/566']",Acides nucléiques codant pour des sous-unités beta du récepteur de l'acétylcholine d'insectes,"Die Erfindung betrifft Nukleinsäuren, die für Acetylcholinrezeptor-β-Untereinheiten von Insekten kodieren, sowie Polypeptide, welche die biologische Funktion solcher Acetylcholinrezeptor-β-Untereinheiten ausüben, und insbesondere deren Verwendung zum Auffinden von Wirkstoffen für den Pflanzenschutz."
EP1110973,EP00126450,7933458,"Thu, 07 Dec 2000",0,,"['C08C 19/20', 'C08L 19/006']",EP 1110973 A1,"Wed, 27 Jun 2001",DE/19961522,de,"['B60C 1/00', 'C08C 19/20', 'C08F 8/34', 'C08L 19/00']","Caoutchouc, polymérisé en solution, contenant des groupes pendants non polaires","Die vorliegende Erfindung betrifft Kautschuke auf Basis von Diolefinen, die dadurch gekennzeichnet sind, dass sie einen Gehalt von 0,1 bis 40 Gew.-%, bezogen auf die Gesamtmenge an Kautschuk, an unpolaren, seitenständigen, über Schwefel-Atome gebundenen, gesättigten, linearen, verzweigten oder cyclischen Kohlenwasserstoffreste mit 1 bis 22 Kohlenstoffatomen oder aromatischen Kohlenwasserstoffreste mit 6 bis 22 Kohlenstoffatomen besitzen, wobei die Kautschuke durch Polymerisation in Lösung hergestellt werden."
EP1110939,EP00126537,26004042,"Mon, 11 Dec 2000",1,"Wed, 10 Sep 2003",C07C 45/00,"['EP 1110939 A2', 'EP 1110939 A3', 'EP 1110939 B1']","Wed, 10 Sep 2003",DE/10003321,de,"['C07B 61/00', 'C07C 45/00', 'C07C 45/68', 'C07C 49/80']",Process for the preparation of poly(fluoroalkyl)-acetophenones,
EP1110982,EP00126555,26005363,"Tue, 12 Dec 2000",0,,C08F 257/02,EP 1110982 A1,"Wed, 27 Jun 2001",DE/10019144,de,"['B01J 39/20', 'B01J 41/14', 'C08F 2/00', 'C08F 2/18', 'C08F 212/36', 'C08F 257/02']",Process for the production of monodispersed crosslinked polymer pearls/beads,Die Erfindung betrifft ein Verfahren zur Herstellung von weitgehend monodispersen vernetzten Perlpolymerisaten als Vorstufen für Ionenaustauscher.
EP1219305,EP00128401,8170799,"Wed, 27 Dec 2000",0,,"['A61K 47/55', 'A61P 35/00', 'A61P 43/00']",EP 1219305 A1,"Wed, 03 Jul 2002",,en,"['A61K 38/00', 'A61K 38/08', 'A61K47-48', 'A61P 35/00', 'A61P 43/00', 'C07K 7/06']",Conjugates of integrin receptor antagonists and a cytostatic agent having specifically cleavable linking units,"The present invention relates to cytostatics which have a tumor-specific action as a result of linkage to αvβ3 integrin antagonists via preferred linking units which can be selectively cleaved by enzymes such as metallo matrixproteases (MMPs), i.e. by enzymes which can especially be found in tumor tissue. The preferred linking units guarantee the serum stability of the conjugate of cytostatic and αvβ3 integrin antagonist and, at the same time, the desired intracellular action within tumour cells as a result of its specific enzymatic or hydrolytic cleavability with release of the cytostatic.


"
EP1219634,EP00128402,8170800,"Wed, 27 Dec 2000",0,,"['C07H 15/203', 'C07K 5/0808', 'C07K 5/0823', 'C07K 7/06']",EP 1219634 A1,"Wed, 03 Jul 2002",,en,"['C07H 15/203', 'C07K 5/083', 'C07K 5/097', 'C07K 7/06']",Cytostatic-glycoconjugates having specifically cleavable peptidic linking units,"The present invention relates to cytostatics which have a tumor-specific action as a result of linkage to specific carbohydrate moeities via preferred linking units which can be selevtively cleaved by enzymes such as metallo matrixproteases (MMPs), elastase or cathepsines, i.e. by enzymes which can especially be found in tumor tissue. The preferred linking units guarantee sufficient serum stability of the conjugate of cytostatic and carbohydrate moeity and, at the same time, the desired intracellular action within tumour cells as a result of its specific enzymatic or hydrolytic cleavability with release of the cytostatic."
EP1078918,EP00202871,6515045,"Wed, 29 Mar 1995",1,"Wed, 11 Dec 2002",C07C 263/10,"['EP 1078918 A1', 'EP 1078918 B1']","Wed, 28 Feb 2001",DE/4412327,de,"['C07C 263/10', 'C07C 265/10', 'C07C 265/14']",Process for the preparation of diisocyanates,"Ein Verfahren zur Herstellung von Diisocyanaten durch Gasphasenphosgenierung von cycloaliphatischen Diaminen mit zwei primären Aminogruppen in 1,2- oder 1,3-Stellung zueinander."
EP1164154,EP00810518,8174754,"Thu, 15 Jun 2000",0,,"['C08G 18/5024', 'C08G 18/6216', 'C08G 18/6254', 'C08G 18/706']","['EP 1164154 A1', 'EP 1164154 A8']","Wed, 19 Dec 2001",,de,"['C08G 18/50', 'C08G 18/62', 'C08G 18/70', 'C09J 175/04', 'C09J7-02']",Adhésifs sensibles à la pression à résistance améliorée au cisaillement à température élevée,"Diese Erfindung betrifft Haftklebstoffschichten erzeugt aus wässerigen Dispersionen von Polymeren mit isocyanatreaktiven Gruppen und von oberflächendesaktivierten festen Isocyanaten, deren Scherfestigkeit durch erhöhte Temperaturen verbessert werden kann.

In einer ersten Stufe resultiert nach Entfernung des Wassers durch Trocknen bei Trocknungstemperaturen (a) von 20 °C bis 95 °C ein Eigenschaftsbild, welches in einer zweiten Stufe durch eine Wärmebehandlung (b) am einfachen oder doppelseitigen Haftklebstoffband oder Transferband oder an der fertigen Verklebung in Richtung einer höheren Scherfestigkeit (resp. geringeren Kriechneigung) bei annehmbarem Verlust der Oberflächenklebrigkeit, beeinflusst werden kann. Die Dauer der Wärmebehandlung (b) reicht von minimal 5 Sekunden bei 135 °C (oder höheren Temperaturen) bis zu maximal 30 Minuten bei 90 °C (gemessen in der Schicht ). Die Maximaltemperatur bei der Wärmebehandlung (b) übersteigt die Trocknungstemperatur (a) um mindesten 40 °C.

Die vernetzten Haftklebstoffschichten finden Verwendung in bei höheren Temperaturen kriechresistenten Hochleistungsklebstoffen, in Klebeverbindungen bei Montage und Fertigungsprozessen, in statisch belastbaren Klebebandkonfigurationen im Befestigungsbereich. Sie können auch verwendet werden für Befestigungsklebungen mit höherer Temperaturbeständigkeit und Scherfestigkeit."
EP1234487,EP00901560,7895490,"Fri, 14 Jan 2000",0,,"['C25D 5/56', 'H05K 3/424']",EP 1234487 A2,"Wed, 28 Aug 2002",DE/19903108,de,"['C25D 5/34', 'C25D 5/56', 'C25D 7/00', 'H05K 3/42', 'H05K 3/46']",METHOD FOR THE DIRECT ELECTROPLATING OF THROUGH-HOLES IN PRINTED CIRCUIT BOARDS,
EP1150764,EP00901591,7896346,"Mon, 24 Jan 2000",0,,C07C 39/16,EP 1150764 A1,"Wed, 07 Nov 2001",DE/19904407,de,"['B01J 19/02', 'B01J 2/04', 'C07C 39/16']",DEVICE FOR EXCHANGING A DIE PLATE OF A PRILLING TOWER AND METHOD FOR THE AUTOMATIC EXCHANGE,
EP1151347,EP00902590,8237410,"Fri, 14 Jan 2000",0,,"['G02F 1/1503', 'G02F 1/155', 'G02F 1/163']",EP 1151347 A1,"Wed, 07 Nov 2001",EP/99101380,en,"['C09K 9/02', 'G02B 5/23', 'G02C 7/10', 'G02F 1/15', 'G02F 1/153', 'G02F 1/155', 'G02F 1/163', 'G02F 1/17']","DISPOSITIF PHOTOCHROMIQUE ET ELECTROCHROMIQUE, SOLUTIONS UTILISEES ET LEUR APPLICATION",
EP1155162,EP00902624,26051642,"Fri, 21 Jan 2000",0,,"['B29C 45/0053', 'B29C 45/16', 'C08L 67/02', 'C08L 77/00', 'C08L 77/02', 'C08L 77/06', 'C08L 77/10', 'C23C 18/1641', 'C23C 18/1653', 'C23C 18/285', 'C23C 18/30']",EP 1155162 A2,"Wed, 21 Nov 2001",DE/19904217,de,"['B29C 45/00', 'B29C 45/04', 'B29C 45/16', 'C08J 5/00', 'C08J 5/04', 'C08L 67/00', 'C08L 67/02', 'C08L 77/00', 'C08L 77/02', 'C08L 77/06', 'C08L 77/10', 'C23C 18/16', 'C23C 18/22', 'C23C 18/28', 'C23C 28/02']",METALLISIERBARES FORMTEIL,
EP1165218,EP00902646,7897081,"Mon, 07 Feb 2000",1,"Wed, 21 May 2003","['B01F 25/3142', 'B01F 25/31425']","['EP 1165218 A1', 'EP 1165218 B1']","Wed, 21 May 2003",DE/19905572,de,"['B01F3-08', 'B01F5-04', 'B01J 19/26', 'C07C 68/02', 'C07C 69/96', 'C08G 64/24']",DEVICE FOR MIXING AND REACTING MULTIPHASE GASEOUS AND LIQUID MIXTURES AND USE OF THIS DEVICE,
EP1147079,EP00903571,22874358,"Tue, 11 Jan 2000",0,,"['A61P 19/00', 'A61P 19/02', 'A61P 27/02', 'A61P 29/00', 'A61P 35/00', 'A61P 43/00', 'A61P 9/00', 'A61P 9/10', 'C07C 311/19', 'C07C 311/47']",EP 1147079 A2,"Wed, 24 Oct 2001",US/232738,en,"['A61K 31/198', 'A61K 31/27', 'A61K 31/4164', 'A61K 31/4184', 'A61K 31/4406', 'A61K 31/4409', 'A61P 19/00', 'A61P 19/02', 'A61P 27/02', 'A61P 29/00', 'A61P 35/00', 'A61P 43/00', 'A61P 9/00', 'A61P 9/10', 'C07C 311/19', 'C07C 311/47', 'C07D 213/40', 'C07D 213/75', 'C07D 233/50', 'C07D 235/30']",BETA-PHENYLALANIN-DERIVATE ALS INTEGRIN-ANTAGONISTEN,
EP1149070,EP00903582,7895390,"Mon, 17 Jan 2000",1,"Wed, 25 Jun 2003",C07C 281/02,"['EP 1149070 A1', 'EP 1149070 B1']","Wed, 25 Jun 2003",DE/19902960,de,C07C 281/02,METHOD FOR PREPARING METHYL CARBAZATE,
EP1155026,EP00903676,7898058,"Wed, 09 Feb 2000",0,,"['C12N 15/1006', 'C12Q 1/6806']",EP 1155026 A2,"Wed, 21 Nov 2001",DE/19907023,de,"['C07D 233/61', 'C07H 21/04', 'C12N 15/10', 'C12Q 1/68', 'C12Q 1/6806']",METHOD FOR ISOLATING NUCLEIC ACIDS,
EP1169386,EP00903686,7898606,"Fri, 11 Feb 2000",1,"Wed, 11 Sep 2002","['C08K 3/22', 'C08K 3/30', 'C08K 5/41', 'C08K 5/46']","['EP 1169386 A1', 'EP 1169386 B1', 'EP 1169386 B2']","Wed, 11 Sep 2002",DE/19907831,de,"['C08K 13/02', 'C08K 3/22', 'C08K 3/30', 'C08K 5/41', 'C08K 5/46']",FLAME-RESISTANT THERMOPLASTIC MOULDING MATERIAL,
EP1165641,EP00904998,7896308,"Tue, 01 Feb 2000",1,"Fri, 02 May 2003","['C08F 236/04', 'C08F 236/14', 'C08L 9/00']","['EP 1165641 A1', 'EP 1165641 B1']","Fri, 02 May 2003",DE/19904357,de,"['B60C 1/00', 'C08F 236/04', 'C08F 236/14', 'C08K 3/00', 'C08L 9/00']",KAUTSCHUKMISCHUNGEN BASIEREND AUF AMINOISOPREN-POLYMEREN UND DEREN VERWENDUNG ZUR HERSTELLUNG ROLLWIDERSTANDSARMER REIFENLAUFFLÄCHEN,
EP1169667,EP00906259,7897240,"Tue, 01 Feb 2000",1,"Wed, 30 Oct 2002","['B82Y 20/00', 'C09K 9/02', 'E06B 9/24', 'G02F 1/157']","['EP 1169667 A1', 'EP 1169667 B1']","Wed, 30 Oct 2002",DE/19905797,de,"['C09K 9/02', 'E06B 9/24', 'G02F 1/15', 'G02F 1/153', 'G02F 1/157']",DISPOSITIF ELECTROCHROMIQUE RENFERMANT DES NANOPARTICULES ET DES AGENTS ABSORBANT LES UV DANS LA COUCHE DE PROTECTION,
EP1161470,EP00906328,26004176,"Mon, 14 Feb 2000",1,"Wed, 05 Mar 2003","['C08G 18/0823', 'C08G 18/12', 'C08G 18/44', 'C08G 18/6659', 'C09D 175/06']","['EP 1161470 A1', 'EP 1161470 B1']","Wed, 05 Mar 2003",DE/10004723,de,"['C08G 18/08', 'C08G 18/12', 'C08G 18/44', 'C08G 18/66', 'C09D 175/06']",AQUEOUS BARRIER LAYER BASED ON POLYURETHANE DISPERSIONS,
EP1155108,EP00907509,7898050,"Mon, 07 Feb 2000",0,,"['C11D 11/0082', 'C11D 17/06', 'C11D 3/3719']",EP 1155108 A1,"Wed, 21 Nov 2001",DE/19907014,de,"['C11D 11/00', 'C11D 17/06', 'C11D 3/37']",COMPOSES DETERGENTS ET NETTOYANTS COMPORTANT DES ACIDES POLYASPARTIQUES ET/OU DES IMINODISUCCINATES,
EP1157065,EP00907527,7898028,"Wed, 09 Feb 2000",0,,"['C08K 5/1345', 'C08K 5/1535', 'C08K 5/526', 'G11B 7/2533']",EP 1157065 A1,"Wed, 28 Nov 2001",DE/19906983,de,"['C08K 5/00', 'C08K 5/13', 'C08K 5/134', 'C08K 5/15', 'C08K 5/1535', 'C08K 5/526', 'C08K 5/5393', 'C08L 23/20', 'G11B 7/2533']",MELANGE POLYMERE/COPOLYMERE A BASE DE VINYLCYCLOHEXANE ET SYSTEME STABILISATEUR,
EP1157064,EP00907548,7898525,"Fri, 11 Feb 2000",1,"Wed, 01 Sep 2004","['B82Y 5/00', 'C01G 9/02', 'C08K 3/22']","['EP 1157064 A1', 'EP 1157064 B1']","Wed, 01 Sep 2004",DE/19907704,de,"['A61K 8/04', 'A61K 8/27', 'A61Q 17/04', 'C01G 9/02', 'C08K 3/22']","Process for producing NANOPARTICULATE, REDISPERSIBLE ZINC OXIDE GELS",
EP1148879,EP00909096,7896339,"Mon, 24 Jan 2000",0,,"['A61K 31/415', 'A61P 7/06', 'C07D 231/12', 'C07D 401/04', 'C07D 409/04']",EP 1148879 A2,"Wed, 31 Oct 2001",DE/19904397,de,"['A61K 31/415', 'A61K 31/4155', 'A61K 31/4439', 'A61P 7/06', 'C07D 231/12', 'C07D 401/04', 'C07D 409/04']",USE OF PYRAZOLE CARBOXAMIDES,
EP1152879,EP00909130,7896901,"Tue, 01 Feb 2000",0,,"['B29C 31/002', 'B29C 44/1242', 'B29D 23/001', 'F16L 59/143']",EP 1152879 A1,"Wed, 14 Nov 2001",DE/19905275,de,"['B29C 31/00', 'B29C 44/12', 'B29D 23/00', 'F16L 59/14']",METHOD AND DEVICE FOR THE DISCONTINUOUS PRODUCTION OF HEAT-INSULATED PIPES,
EP1155018,EP00909166,7899027,"Mon, 14 Feb 2000",1,"Wed, 30 Oct 2002","['A61P 31/00', 'A61P 31/04', 'C07D 471/04']","['EP 1155018 A1', 'EP 1155018 B1']","Wed, 30 Oct 2002",DE/19908449,de,"['A61K 31/4709', 'A61P 31/04', 'C07D 471/04']","CRYSTAL MODIFICATION C OF 8-CYANO-1-CYCLOPROPYL-7- (1S, 6S-2,8- DIAZABICYCLO - 4.3.0] NONAN-8-YL) -6-FLUORO-1,4-DIHYDRO-4-OXO-3-QUINOLINE CARBOXYLIC",
EP1159277,EP00909167,7899026,"Mon, 14 Feb 2000",0,,"['A61P 31/04', 'C07D 471/04']",EP 1159277 A1,"Wed, 05 Dec 2001",DE/19908448,de,"['A61K 31/4709', 'A61P 31/04', 'C07D 471/04']","CRYSTAL MODIFICATION D OF 8-CYANO-1-CYCLOPROPYL-7- (1S, 6S- 2,8- DIAZABICYCLO-  4.3.0] NONAN-8-YL) -6-FLUORO -1,4-DIHYDRO -4-OXO -3-QUINOLINE CARBOXYLIC ACID",
EP1163381,EP00909168,7898605,"Mon, 14 Feb 2000",1,"Wed, 28 Apr 2004","['D01F 13/04', 'D01F 6/70']","['EP 1163381 A1', 'EP 1163381 B1']","Wed, 28 Apr 2004",DE/19907830,de,"['C08J 11/08', 'D01F 13/04', 'D01F 6/70']",METHOD AND DEVICE FOR PRODUCING ELASTANE THREADS FROM RECYCLING MATERIAL,
EP1173454,EP00909241,7899996,"Wed, 23 Feb 2000",0,,"['A61K 31/706', 'C07B 53/00', 'C07D 491/22', 'C07H 15/203', 'C07H 15/26']",EP 1173454 A1,"Wed, 23 Jan 2002",DE/19909979,de,"['A61K 31/706', 'C07B 53/00', 'C07D 491/22', 'C07H 15/203', 'C07H 15/26', 'C07K 5/062', 'C07K 9/00']",METHOD FOR PRODUCING GLYCO-CONJUGATES OF 20(S)-CAMPTOTHECIN,
EP1166187,EP00909245,7900185,"Thu, 24 Feb 2000",0,,"['C08F 246/00', 'C09B 69/106', 'G03H 1/02', 'G11B 7/245']",EP 1166187 A1,"Wed, 02 Jan 2002",DE/19910247,de,"['C07C 245/08', 'C08F 20/36', 'C08F 246/00', 'C08F 251/00', 'C08F 295/00', 'C09B 69/10', 'G03F 7/004', 'G03H 1/02', 'G03H 1/26', 'G11B 7/245']",HOLOGRAPHIC RECORDING MATERIAL,
EP1150958,EP00910605,7896345,"Mon, 24 Jan 2000",0,,"['A61P 43/00', 'A61P 7/06', 'C07D 231/12', 'C07D 401/04', 'C07D 405/04', 'C07D 409/04']",EP 1150958 A1,"Wed, 07 Nov 2001",DE/19904406,de,"['A61K 31/415', 'A61K 31/4155', 'A61K 31/4427', 'A61P 43/00', 'A61P 7/06', 'C07D 231/12', 'C07D 401/04', 'C07D 405/04', 'C07D 409/04']",ACIDES PYRAZOLCARBOXYLIQUES SUBSTITUES UTILISES POUR COMBATTRE LES ANEMIES,
EP1171663,EP00910847,26052659,"Thu, 16 Mar 2000",0,,"['C08G 18/10', 'C08G 18/548', 'D06M 13/148', 'D06M 13/165', 'D06M 13/17', 'D06M 13/224', 'D06M 13/368', 'D06M 13/372', 'D06M 13/463', 'D06M 15/53', 'D06M 15/564', 'D06M 15/568', 'D06M 15/643', 'D06M 15/6436', 'D06M 15/647']",EP 1171663 A1,"Wed, 16 Jan 2002",DE/19914299,de,"['C08G 18/10', 'C08G 18/54', 'D06M 13/144', 'D06M 13/148', 'D06M 13/165', 'D06M 13/17', 'D06M 13/224', 'D06M 13/328', 'D06M 13/368', 'D06M 13/372', 'D06M 13/463', 'D06M 13/513', 'D06M 15/53', 'D06M 15/564', 'D06M 15/568', 'D06M 15/643', 'D06M 15/647']","AGENTS DE TRAITEMENT POUR TEXTILES, PROCEDE DE PREPARATION DESDITS AGENTS ET LEUR UTILISATION",
EP1169525,EP00910871,7903544,"Wed, 22 Mar 2000",0,,B32B 27/08,EP 1169525 A1,"Wed, 09 Jan 2002",DE/19915311,de,"['B32B 27/08', 'F16L 59/06', 'F25D 23/06']",PANNEAUX ISOLES PAR LE VIDE,
EP1151032,EP00912437,7896336,"Thu, 27 Jan 2000",0,,"['C08K 3/01', 'C08L 51/04', 'C08L 55/02', 'C08L 69/00']",EP 1151032 A1,"Wed, 07 Nov 2001",DE/19904393,de,"['C08F 291/00', 'C08K 3/00', 'C08K 3/01', 'C08K 5/51', 'C08L 101/00', 'C08L 51/04', 'C08L 55/02', 'C08L 69/00', 'C09K 3/16']",UTILISATION DE COMPOSES D'ALUMINIUM POUR AMELIORER LES PROPRIETES ANTISTATIQUES,
EP1163291,EP00912473,26004149,"Thu, 17 Feb 2000",0,,C08K 3/22,EP 1163291 A1,"Wed, 19 Dec 2001",DE/10004461,de,C08K 3/22,COMPOSITES PLASTIQUE CONTENANT DES OXYDES METALLIQUES,
EP1166188,EP00912500,7900186,"Wed, 23 Feb 2000",0,,"['C08F 246/00', 'C09B 69/106', 'G03H 1/02', 'G11B 7/245']",EP 1166188 A1,"Wed, 02 Jan 2002",DE/19910248,de,"['C07C 245/08', 'C08F 20/36', 'C08F 20/38', 'C08F 246/00', 'C09B 29/08', 'C09B 69/10', 'G03H 1/02', 'G03H 1/26', 'G11B 7/245']",HOLOGRAPHIC RECORDING MATERIAL,
EP1181339,EP00912613,7902874,"Thu, 16 Mar 2000",0,,"['C09K 9/02', 'G02F 1/1533', 'G06F 3/0421']",EP 1181339 A1,"Wed, 27 Feb 2002",DE/19914304,de,"['C09K 9/02', 'G02F 1/15', 'G02F 1/153', 'G06F 3/033', 'G06F 3/041', 'G06F 3/042']",ELEKTROCHROME KONTRASTPLATTE,
EP1171499,EP00914085,7900184,"Thu, 24 Feb 2000",0,,"['B29C 33/60', 'C08G 18/36', 'C08J 9/0023', 'C08K 5/103']",EP 1171499 A1,"Wed, 16 Jan 2002",DE/19910246,de,"['B29C 33/60', 'C08G 18/36', 'C08J 9/00', 'C08K 5/103']",POLYURETHANE MOLDING FOAM SYSTEMS WHICH SEPARATE EASILY,
EP1165302,EP00914132,7902777,"Tue, 14 Mar 2000",1,"Wed, 12 Feb 2003","['B29C 48/762', 'B29C 48/767', 'B29C 48/834']","['EP 1165302 A1', 'EP 1165302 B1']","Wed, 12 Feb 2003",DE/19914143,de,"['B29B 7/46', 'B29B 7/48', 'B29B 7/60', 'B29B 7/84', 'B29B 7/88', 'B29C47-40', 'B29C47-78', 'B29C 48/76']","DEVICE AND METHOD FOR DEGASSING PLASTICS, ESPECIALLY POLYCARBONATE SOLUTIONS OF HIGH MOLECULAR WEIGHT",
